id,Province name,development,culture,religion,Trade Goods
2563,Missiquoi,5,abenaki,totemism,unknown
2564,Sokoki,3,abenaki,totemism,fur
2565,Kennebec,3,abenaki,totemism,unknown
2566,Passamaquoddy,5,maliseet,totemism,unknown
2567,Aroostook,3,maliseet,totemism,unknown
2568,Kespukwitk,5,mikmaq,totemism,unknown
2569,Eskikewakik,5,mikmaq,totemism,unknown
2570,Wolystoq,5,maliseet,totemism,unknown
2571,Madawaska,3,maliseet,totemism,unknown
2572,Siknikt,5,mikmaq,totemism,unknown
2573,Placentia,5,innu,totemism,unknown
2574,Sikumiut,3,inuit,totemism,unknown
2575,Naskapi,3,innu,totemism,unknown
2576,Mingan,3,innu,totemism,unknown
2577,Manicouagan,3,innu,totemism,unknown
2578,Anticosti,3,innu,totemism,unknown
2579,Piekougami,3,innu,totemism,fur
2580,Atikamekw,3,algonquin,totemism,unknown
2581,Timiskaming,3,algonquin,totemism,unknown
2582,Maliseet,3,maliseet,totemism,unknown
2583,Etchemins,5,laurentian,totemism,unknown
2584,Loup,5,laurentian,totemism,unknown
2585,Kichesipi,5,huron,totemism,fur
2586,Tionontate,5,tionontate,totemism,tobacco
2587,Odawa,3,anishinabe,totemism,fur
2588,Piscatang,3,cree,totemism,unknown
2589,Kesagami,3,cree,totemism,fur
2590,Shaggami,3,cree,totemism,unknown
2591,Outoulibi,3,cree,totemism,unknown
2592,Omushkego,4,cree,totemism,unknown
2593,Wappus,3,bungi,totemism,unknown
2594,Quenebigon,3,cree,totemism,unknown
2595,Kesyehotinne,3,chipewyan,totemism,unknown
2596,Mahmikiwiniyak,3,plains_cree,totemism,unknown
2597,Sipiwininiwak,3,chipewyan,totemism,unknown
2598,Hebina,3,blackfoot,totemism,unknown
2599,Athabasca,3,chipewyan,totemism,unknown
2600,Nihithawak,3,chipewyan,totemism,unknown
2601,Danezaa,4,athabascan,totemism,unknown
2602,Siksikawa,3,blackfoot,totemism,unknown
2603,Sekani,3,athabascan,totemism,unknown
2604,Dakelh,4,athabascan,totemism,unknown
2605,Secwepemc,4,athabascan,totemism,unknown
2606,Tsilhoqotin,4,athabascan,totemism,unknown
2607,Okanagan,4,salish,totemism,unknown
2608,Rocky Mountains,0,,,
2609,Nisga'a,3,chinook,totemism,unknown
2610,Heiltsuk,5,salish,totemism,unknown
2611,Kodiak,3,aleutian,totemism,unknown
2612,Eyak,3,haida,totemism,unknown
2613,Sitka,3,haida,totemism,unknown
2614,Cotoname,3,chichimecan,animism,unknown
2615,Guamares,3,guamares,animism,gold
2616,Seri,3,piman,totemism,unknown
2617,Huichol,3,tepic,nahuatl,wool
2618,Toboso,3,chichimecan,animism,unknown
2619,Laguneros,3,chichimecan,animism,unknown
2620,Nakipa,3,piman,totemism,unknown
2621,Tizapan,7,tepic,nahuatl,grain
2622,Cuitzeo,7,purepecha,nahuatl,grain
2623,Cutzamala,7,matlatzinca,nahuatl,sugar
2624,Patzcuaro,9,purepecha,nahuatl,grain
2625,Hinonoeino,3,wichita,totemism,unknown
2626,Tulucan,7,matlatzinca,nahuatl,gold
2627,Cihuatlan,5,tlapanec,nahuatl,gems
2628,Tepeacac,5,aztek,nahuatl,grain
2629,Coyolapan,5,mixtec,nahuatl,gold
2630,Tochtepec,5,chontales,mesoamerican_religion,fish
2631,Zaachila,5,chontales,mesoamerican_religion,fish
2632,Xicallanco,5,chontales,mesoamerican_religion,cocoa
2633,Mani,9,yucatec,mesoamerican_religion,cocoa
2634,Uaymil,7,yucatec,mesoamerican_religion,cocoa
2635,Chiapas,5,lacandon,mesoamerican_religion,cocoa
2636,Chacujal,5,highland_mayan,mesoamerican_religion,gems
2637,Chortli,3,highland_mayan,mesoamerican_religion,naval_supplies
2638,Xoconochco,7,zapotek,nahuatl,cocoa
2639,Raritan,5,delaware,totemism,unknown
2640,Lenca,3,miskito,animism,unknown
2641,Tziccoac,3,wastek,mesoamerican_religion,sugar
2642,Metztitlan,3,otomi,nahuatl,grain
2643,Apatzingan,5,purepecha,nahuatl,grain
2644,Cholula,9,aztek,nahuatl,sugar
2645,Teloloapan,5,aztek,nahuatl,gold
2646,Coixtlahuacan,7,mixtec,nahuatl,dyes
2647,Cuetlaxtlan,5,totonac,nahuatl,sugar
2648,Yopitzinco,7,tlapanec,nahuatl,fish
2649,Tehuantepec,5,zapotek,nahuatl,fish
2650,Champutun,7,yucatec,mesoamerican_religion,cocoa
2651,Ah Canul,7,yucatec,mesoamerican_religion,cocoa
2652,Ecab,7,yucatec,mesoamerican_religion,fish
2653,Iximche,7,highland_mayan,mesoamerican_religion,gems
2654,Baracoa,5,arawak,animism,unknown
2655,Bayamo,6,arawak,animism,unknown
2656,Camaguey,5,arawak,animism,unknown
2657,Colima,9,tecos,nahuatl,fish
2658,Maguana,5,arawak,animism,unknown
2659,Magua,4,arawak,animism,unknown
2660,Managua,3,miskito,animism,unknown
2661,Uluas,3,miskito,animism,unknown
2662,Olancho,3,miskito,animism,unknown
2663,Nicoya,3,muisca,animism,unknown
2664,Veraguas,3,muisca,animism,unknown
2665,Ais,4,caddo,totemism,unknown
2666,Tuintsunde,3,lipan,totemism,unknown
2667,Cacaxtes,3,lipan,totemism,unknown
2668,Borrado,3,wastek,totemism,unknown
2669,Hasinai,3,caddo,totemism,unknown
2670,Tkaronto,5,huron,totemism,tobacco
2671,Mississage,4,anishinabe,totemism,unknown
2672,Kitkehaki,3,pawnee,totemism,unknown
2673,Pasai,15,acehnese,sunni,spices
2674,Peureulak,11,acehnese,sunni,spices
2675,Rokan,8,sumatran,sunni,fish
2676,Indragiri,7,sumatran,sunni,copper
2677,Jambi,9,sumatran,sunni,incense
2678,Bangka,7,sumatran,hinduism,unknown
2679,Belitung,7,sumatran,hinduism,unknown
2680,Muko-Muko,6,sumatran,hinduism,grain
2681,Pagarruyung,9,sumatran,buddhism,gold
2682,Pariaman,6,sumatran,hinduism,grain
2683,Mentawai,3,sumatran,hinduism,unknown
2684,Nias,3,sumatran,hinduism,unknown
2685,Gayo,7,acehnese,sunni,tropical_wood
2686,Bintan,7,malayan,sunni,naval_supplies
2687,Pakuan,11,sundanese,hinduism,grain
2688,Sumedang,8,sundanese,hinduism,spices
2689,Pekalongan,6,javanese,hinduism,naval_supplies
2690,Pajang,13,javanese,hinduism,grain
2691,Kediri,6,javanese,hinduism,fish
2692,Madura,5,javanese,hinduism,tropical_wood
2693,Lombok,6,nusa_tenggara,animism,unknown
2694,East Gangwon,3,korean,confucianism,fish
2695,East Timor,9,nusa_tenggara,animism,unknown
2696,Yamdena,9,moluccan,animism,unknown
2697,Tondo,12,filipino,animism,spices
2698,Pangasinan,6,filipino,animism,salt
2699,Bikol,6,filipino,animism,unknown
2700,Panay,9,filipino,animism,grain
2701,Tagloc,6,filipino,animism,unknown
2702,Butuan,6,filipino,animism,gems
2703,Lehad Datu,8,bornean,sunni,spices
2704,Sibu,10,bornean,sunni,spices
2705,Sigalang,8,bornean,sunni,gems
2706,Katapang,6,bornean,hinduism,unknown
2707,Barito,6,bornean,hinduism,unknown
2708,Sampit,5,bornean,hinduism,unknown
2709,Tarakan,6,bornean,hinduism,fish
2710,Sambaliung,6,bornean,hinduism,fish
2711,Bulungan,7,bornean,hinduism,tropical_wood
2712,Samarinda,8,bornean,hinduism,spices
2713,Gorontalo,5,sulawesi,animism,unknown
2714,Palu,8,sulawesi,animism,unknown
2715,Palopo,9,sulawesi,animism,iron
2716,Buton,8,sulawesi,animism,spices
2717,Sula,5,moluccan,animism,unknown
2718,Fak-Fak,3,papuan,animism,unknown
2719,Madang,3,papuan,animism,unknown
2720,Lae,3,papuan,animism,unknown
2721,Kerema,3,papuan,animism,unknown
2722,Daru,3,papuan,animism,unknown
2723,Yos Sudarso,3,papuan,animism,unknown
2724,Asmat,3,papuan,animism,unknown
2725,Aru,3,moluccan,animism,unknown
2726,Malgana,5,nyoongah,dreamtime,naval_supplies
2727,Minang,6,nyoongah,dreamtime,unknown
2728,Tiwi,5,gunwinyguan,dreamtime,fish
2729,Yolngu,5,gunwinyguan,dreamtime,cloth
2730,Awngthim,5,paman,dreamtime,tropical_wood
2731,Guugu Yimithirr,5,paman,dreamtime,unknown
2732,Wulgurukaba,5,paman,dreamtime,unknown
2733,Baiali,8,paman,dreamtime,unknown
2734,Yuin,8,aboriginal,dreamtime,unknown
2735,Gunditjmara,5,kulin,dreamtime,unknown
2736,Nukunu,7,yura,dreamtime,unknown
2737,Wairarapa,7,maori,animism,naval_supplies
2738,Te Tau Ihu,4,maori,animism,iron
2739,Waikato,10,maori,animism,fish
2740,Borneo,0,,,
2741,Jeju,3,korean,confucianism,fish
2742,Yukjin,3,manchu,confucianism,naval_supplies
2743,North Hamgyeong,3,manchu,confucianism,fur
2744,Nyeongbyeon,6,korean,confucianism,naval_supplies
2745,Gyengju,12,korean,confucianism,tea
2746,Vidin,6,bulgarian,orthodox,grain
2747,Khara Narin Ula,3,mongol,vajrayana,livestock
2748,Jianchang,6,yi,animism,grain
2749,Tikhvin,11,novgorodian,orthodox,iron
2750,Plovdiv,9,bulgarian,orthodox,grain
2751,Cuenca,11,castillian,catholic,wool
2752,Sogn,3,norwegian,catholic,fish
2753,Narbonne,13,occitain,catholic,wine
2754,La Mancha,9,castillian,catholic,gold
2755,Soria,5,castillian,catholic,wool
2756,Welayta,6,sidamo,shamanism,coffee
2757,Kaffa,11,sidamo,coptic,gold
2758,Illubabor,7,sidamo,coptic,slaves
2759,Gambela,3,sidamo,shamanism,slaves
2760,Hadiya,8,sidamo,sunni,grain
2761,Arsi,4,amhara,sunni,coffee
2762,Damot,7,amhara,coptic,gold
2763,Asosa,6,amhara,coptic,slaves
2764,Aussa,5,afar,sunni,livestock
2765,Assab,3,afar,sunni,livestock
2766,Mendefera,6,tigray,coptic,grain
2767,Enderta,4,tigray,coptic,copper
2768,Angot,3,afar,sunni,livestock
2769,Lasta,6,amhara,coptic,grain
2770,Agew,5,amhara,coptic,grain
2771,Semien,4,amhara,jewish,grain
2772,Dembiya,6,amhara,jewish,cotton
2773,Mora,3,harari,sunni,coffee
2774,Kismayo,6,somali,sunni,fish
2775,Merca,5,somali,sunni,naval_supplies
2776,Afgooye,3,somali,sunni,grain
2777,Bardera,3,somali,sunni,grain
2778,Werder,3,somali,sunni,slaves
2779,Afder,3,somali,sunni,livestock
2780,Beledweyne,3,somali,sunni,livestock
2781,Gedo,3,somali,sunni,grain
2782,Warsheikh,5,somali,sunni,livestock
2783,Hobyo,3,somali,sunni,grain
2784,Galkayo,3,somali,sunni,livestock
2785,El Buur,3,somali,sunni,iron
2786,Bosaso,8,somali,sunni,incense
2787,Hamasien,6,tigray,coptic,grain
2788,Hafun,5,somali,sunni,incense
2789,Las Khorey,5,somali,sunni,incense
2790,Sanaag,4,somali,sunni,incense
2791,Ankober,3,amhara,sunni,grain
2792,Togdheer,3,somali,sunni,slaves
2793,Hargeisa,6,somali,sunni,slaves
2794,Barawa,5,somali,sunni,livestock
2795,Meregh,5,somali,sunni,livestock
2796,Pate,8,swahili,sunni,cloth
2797,Shendy,4,nubian,sunni,grain
2798,Soba,7,nubian,coptic,grain
2799,Sennar,4,nubian,coptic,livestock
2800,Kosti,3,nubian,shamanism,unknown
2801,Medwa,3,tunjur,shamanism,unknown
2802,Kobbe.txt,3,tunjur,shamanism,unknown
2803,Delta,4,carib,animism,unknown
2804,Guasipati,3,carib,animism,unknown
2805,Uyapari,3,carib,animism,coffee
2806,Guajira,3,guajiro,animism,unknown
2807,Altagracia,7,carib,animism,unknown
2808,Coro,3,guajiro,animism,unknown
2809,Llanos,4,guajiro,animism,unknown
2810,Apure,3,guajiro,animism,unknown
2811,Atabapo,3,guajiro,animism,unknown
2812,Pore,3,carib,animism,unknown
2813,Merida,6,carib,animism,unknown
2814,Meta,3,carib,animism,unknown
2815,Puerto Carreno,3,guajiro,animism,unknown
2816,Guavire,3,guajiro,animism,unknown
2817,Neiva,10,muisca,inti,unknown
2818,Popayan,5,muisca,inti,unknown
2819,Darien,3,muisca,animism,unknown
2820,Esmeraldas,7,cara,inti,fish
2821,Piwra,3,chimuan,inti,fish
2822,Tucume,3,chimuan,inti,cloth
2823,Moyobamba,3,chachapoyan,inti,tropical_wood
2824,Wankapampa,8,inca,inti,wool
2825,Pisqupampa,3,inca,inti,grain
2826,Chimbote,3,chimuan,inti,cocoa
2827,Huaraz,5,inca,inti,grain
2828,Camana,5,aimara,inti,unknown
2829,Ayaviri,8,aimara,inti,wool
2830,Quero,3,inca,inti,wool
2831,Tiahuanaco,8,aimara,inti,grain
2832,Exaltacion,3,maipurean,animism,unknown
2833,Madre de Dios,3,maipurean,animism,unknown
2834,Santa Cruz de la Sierra,7,guarani,animism,unknown
2835,Sucre,9,aimara,inti,cloth
2836,Tucuman,10,diaguita,animism,unknown
2837,Santa Catalina,3,diaguita,inti,wool
2838,Tarija,7,aimara,inti,wool
2839,Puna de Atacama,3,diaguita,animism,unknown
2840,Calama,3,diaguita,animism,unknown
2841,Antofagasta,3,diaguita,animism,unknown
2842,Santiago del Estero,4,diaguita,animism,unknown
2843,La Rioja,6,huarpe,animism,unknown
2844,Chepes,4,huarpe,animism,unknown
2845,San Juan,4,huarpe,animism,unknown
2846,Quisquisacate,4,huarpe,animism,unknown
2847,San Luis,4,huarpe,animism,unknown
2848,Santa Fe,4,charruan,animism,unknown
2849,Rosario,3,charruan,animism,unknown
2850,Montevideo,4,charruan,animism,unknown
2851,Colonia,3,charruan,animism,unknown
2852,Salto,3,charruan,animism,unknown
2853,Yareyu,4,guarani,animism,unknown
2854,Chaco Central,3,chacoan,animism,unknown
2855,Misiones,3,guarani,animism,unknown
2856,Highveld,5,nguni,shamanism,unknown
2857,Rio Grande do Sul,4,guarani,animism,unknown
2858,Santiago,3,guarani,animism,unknown
2859,Itapua,3,guarani,animism,unknown
2860,Querandi,3,het,animism,unknown
2861,Sauce,3,het,animism,unknown
2862,Coquimbo,4,mapuche,animism,unknown
2863,Rio Negro,3,het,animism,unknown
2864,Senqu,3,khoisan,shamanism,unknown
2865,Sergpipe,3,het,animism,unknown
2866,Jeremoabo,3,het,animism,unknown
2867,Inhambupe,3,het,animism,unknown
2868,Pambu,3,het,animism,unknown
2869,Florida Blanca,3,patagonian,animism,unknown
2870,Tehuelmapu,3,patagonian,animism,unknown
2871,Poya,3,patagonian,animism,unknown
2872,Chiquiyami,4,huarpe,animism,unknown
2873,Chiloe,3,mapuche,animism,unknown
2874,Alegoas,3,patagonian,animism,unknown
2875,Borborema,3,patagonian,animism,unknown
2876,Teush,3,patagonian,animism,unknown
2877,Mendoza,6,huarpe,animism,unknown
2878,Matara,3,chacoan,animism,unknown
2879,Santa Tecla,3,guarani,animism,unknown
2880,Griqualand,3,khoisan,shamanism,unknown
2881,Corumba,4,maipurean,animism,unknown
2882,Fuerte Borbon,3,chacoan,animism,unknown
2883,Melodia,3,chacoan,animism,unknown
2884,Povos das Missoes,3,guarani,animism,tea
2885,Barra,6,ge,animism,unknown
2886,Parnaiba,3,ge,animism,unknown
2887,Santa Catarina,3,guarani,animism,unknown
2888,Cuiaba,4,ge,animism,unknown
2889,Rio Branco,3,carib,animism,unknown
2890,Marajo,3,tupinamba,animism,unknown
2891,Santa Ana das Minas,3,ge,animism,unknown
2892,Araxas,4,ge,animism,unknown
2893,Ofaie,3,ge,animism,unknown
2894,Sao Joao del Rei,3,tupinamba,animism,unknown
2895,Castro,3,guarani,animism,unknown
2896,Campinas,3,tupinamba,animism,unknown
2897,Araraquara,3,ge,animism,unknown
2898,Serro,3,ge,animism,unknown
2899,Vila Rica,6,ge,animism,unknown
2900,Guapore,3,maipurean,animism,unknown
2901,Cerejeiras,3,maipurean,animism,unknown
2902,Vila Bela,3,guarani,animism,unknown
2903,Caceres,5,maipurean,animism,unknown
2904,Diamantino,3,carib,animism,unknown
2905,Rio Das Mortes,3,ge,animism,unknown
2906,Ipora,3,ge,animism,unknown
2907,Vila Boa,3,ge,animism,unknown
2908,Arrial dos Couros,3,ge,animism,unknown
2909,Conceicao,3,ge,animism,unknown
2910,Pontal,3,ge,animism,unknown
2911,Natividad,3,ge,animism,unknown
2912,Sergpipe,7,tupinamba,animism,unknown
2913,Jeremoabo,5,ge,animism,unknown
2914,Inhambupe,3,ge,animism,unknown
2915,Pambu,4,ge,animism,unknown
2916,Rio Contas,3,tupinamba,animism,unknown
2917,Paratinga,3,ge,animism,unknown
2918,Campo Largo,3,ge,animism,unknown
2919,Luziana,3,ge,animism,unknown
2920,Coxim,3,ge,animism,unknown
2921,Alagoas,6,tupinamba,animism,unknown
2922,Borborema,3,ge,animism,unknown
2923,Pastos Bons,3,ge,animism,unknown
2924,Timon,3,ge,animism,unknown
2925,Parnagua,3,ge,animism,unknown
2926,Grajau,3,ge,animism,unknown
2927,Alcantara,4,ge,animism,unknown
2928,Tucurui,3,tupinamba,animism,unknown
2929,Para,3,tupinamba,animism,unknown
2930,Santarem,4,tupinamba,animism,unknown
2931,Alenquer,3,carib,animism,unknown
2932,Obidos,3,tunjur,shamanism,unknown
2933,Faro,3,carib,animism,unknown
2934,Manaus,4,tupinamba,animism,unknown
2935,Muturu,3,tupinamba,animism,unknown
2936,Guyana,0,,,
2937,Suriname,3,carib,animism,unknown
2938,Oiapoque,3,guajiro,animism,unknown
2939,Zaraza,4,carib,animism,unknown
2940,Chichas,5,aimara,inti,salt
2941,Choquechaca,5,aimara,inti,gold
2942,Charcas,5,aimara,inti,wool
2943,Chachapoyas,3,chachapoyan,inti,grain
2944,Ucayali,3,maipurean,inti,unknown
2945,Yurimaguas,3,jivaro,animism,unknown
2946,Quillacas,5,aimara,inti,gold
2947,Macaya,5,aimara,inti,grain
2948,Matamba,6,mbundu,shamanism,slaves
2949,Mbata,5,kongolese,shamanism,grain
2950,Buhera,3,shona,shamanism,ivory
2951,Manikya,5,shona,shamanism,ivory
2952,Madanda,3,shona,shamanism,ivory
2953,Lake Hjalmaren,0,,,
2954,Djerba,3,tunisian,ibadi,grain
2955,Ingolstadt,13,bavarian,catholic,wine
2956,Straubing,9,bavarian,catholic,glass
2957,Regensburg,13,bavarian,catholic,cloth
2958,Osterode,5,prussian,catholic,naval_supplies
2959,Tarnow,8,polish,catholic,grain
2960,Sadecki,14,polish,catholic,iron
2961,Lwow,12,ruthenian,orthodox,dyes
2962,Rowne,3,ruthenian,orthodox,livestock
2963,Notec,3,polish,catholic,livestock
2964,Altmark,10,saxon,catholic,cloth
2965,Vogtland,7,saxon,catholic,wool
2966,Glogau,9,schlesian,catholic,iron
2967,Eger,10,czech,catholic,gold
2968,Budejovice,8,czech,catholic,grain
2969,Sternberg,7,saxon,catholic,cloth
2970,Hradecko,8,czech,hussite,grain
2971,Hoya,5,hannoverian,catholic,livestock
2972,Paderborn,5,hannoverian,catholic,wool
2973,Meppen,7,hannoverian,catholic,cloth
2974,Loon,12,flemish,catholic,cloth
2975,Kleves,14,hessian,catholic,cloth
2976,Umbria,8,umbrian,catholic,wine
2977,Urbino,12,umbrian,catholic,grain
2978,Arezzo,14,tuscan,catholic,livestock
2979,Novarra,9,lombard,catholic,grain
2980,Lucca,14,tuscan,catholic,cloth
2981,Montferrat,12,piedmontese,catholic,wine
2982,Syracuse,10,sicilian,catholic,wine
2983,Salerno,10,neapolitan,catholic,fish
2984,Costenza,5,neapolitan,catholic,wine
2985,Capitanata,7,neapolitan,catholic,livestock
2986,Cagliari,7,sardinian,catholic,copper
2987,Urgell,8,catalan,catholic,wool
2988,Tarragona,7,catalan,catholic,wine
2989,Rioja,5,castillian,catholic,wine
2990,Teruel,9,aragonese,catholic,iron
2991,Draguignan,8,occitain,catholic,wool
2992,Albenga,13,ligurian,catholic,naval_supplies
2993,Uckermark,8,pommeranian,catholic,cloth
2994,Wolgast,7,pommeranian,catholic,salt
2995,Stolp,5,pommeranian,catholic,fish
2996,Wismar,6,pommeranian,catholic,cloth
2997,Pomorskie,10,prussian,catholic,grain
2998,Buzau,10,romanian,orthodox,livestock
2999,Hormuz,7,gulf_arabic,sunni,gems
3000,Nis,7,serbian,orthodox,livestock
3001,Skopje,8,bulgarian,orthodox,copper
3002,Sarajevo,5,bosnian,orthodox,grain
3003,Euboea,8,greek,orthodox,fish
4020,Comoros,3,madagasque,sunni,unknown
4021,Antankara,4,madagasque,shamanism,slaves
4022,Iboina,5,madagasque,shamanism,slaves
4023,Tsimihety,3,madagasque,shamanism,slaves
4024,Maroantsetra,5,madagasque,shamanism,slaves
4025,Vatomandry,7,madagasque,shamanism,slaves
4026,Antemoro,6,madagasque,sunni,slaves
4027,Betsileo,5,madagasque,shamanism,slaves
4028,Mahafaly,6,madagasque,shamanism,slaves
4029,Antanosy,5,madagasque,sunni,slaves
4030,Bara,3,madagasque,shamanism,grain
4031,Antsalova,4,madagasque,shamanism,slaves
4032,Fiherana,5,madagasque,shamanism,fish
4033,Al Qadirif,3,nubian,sunni,ivory
4034,Makua,4,makua,shamanism,ivory
4035,Ngindo,3,makua,shamanism,unknown
4036,Wayao,3,makua,shamanism,unknown
4037,Katsekera,7,nyasa,shamanism,ivory
4038,Lolo,3,nyasa,shamanism,ivory
4039,Lundu,9,nyasa,shamanism,cloth
4040,Kalonga,10,nyasa,shamanism,iron
4041,Kinga,3,bena,shamanism,unknown
4042,Makonde,3,makua,shamanism,unknown
4043,Phangwa,3,nyasa,shamanism,unknown
4044,Ngonde,5,nyasa,shamanism,ivory
4045,Tumbuka,6,nyasa,shamanism,gems
4046,Lala,3,bemba,shamanism,unknown
4047,Nsenga,4,nyasa,shamanism,livestock
4048,Lomwe,3,makua,shamanism,ivory
4049,Ibo,5,swahili,sunni,ivory
4050,Luangwa,3,bemba,shamanism,unknown
4051,Ewaso Ngiro,3,somali,sunni,unknown
4052,Dawa,3,somali,sunni,unknown
4053,Turkana,3,acholi,shamanism,unknown
4054,Kuria,5,masaba,shamanism,unknown
4055,Shamba,3,swahili,shamanism,unknown
4056,Gogo,3,takama,shamanism,unknown
4057,Nyatura,3,takama,shamanism,unknown
4058,Zigua,3,swahili,shamanism,unknown
4059,Shaga,5,masaba,shamanism,unknown
4060,Kikuyu,3,bantu,shamanism,unknown
4061,Buzinza,6,takama,shamanism,iron
4062,Basoga,9,masaba,shamanism,fish
4063,Karagwe,8,ganda,shamanism,iron
4064,Buganda,12,ganda,shamanism,salt
4065,Bunyoro,10,ganda,shamanism,salt
4066,Ndorwe,8,ganda,shamanism,grain
4067,Nduga,11,rwandan,shamanism,iron
4068,Buzozo,7,rwandan,shamanism,grain
4069,Bushubi,9,rwandan,shamanism,grain
4070,Nkoma,9,rwandan,shamanism,iron
4071,Buyogoma,5,rwandan,shamanism,grain
4072,Ruguru,6,rwandan,shamanism,salt
4073,Hehe,3,bena,shamanism,unknown
4074,Pubungo,4,acholi,shamanism,livestock
4075,Lango,3,acholi,shamanism,unknown
4076,Muhambwe,6,takama,shamanism,unknown
4077,Rukwa,5,bena,shamanism,unknown
4078,Mayumba,5,kongolese,shamanism,ivory
4079,Ngoyo,7,kongolese,shamanism,ivory
4080,Soyo,11,kongolese,shamanism,slaves
4081,Tyo,3,kongolese,shamanism,spices
4082,Kasanje,6,mbangala,shamanism,slaves
4083,Shinje,7,mbangala,shamanism,slaves
4084,Malem,3,mbangala,shamanism,slaves
4085,Yaka,8,yaka,shamanism,slaves
4086,Nunu,4,kuba,shamanism,tropical_wood
4087,Kumbana,5,yaka,shamanism,slaves
4088,Munene,6,kuba,shamanism,spices
4089,Kuba,6,kuba,shamanism,cloth
4090,Songye,3,luba,shamanism,grain
4091,Mpasu,6,lunda,shamanism,spices
4092,Rund,9,lunda,shamanism,ivory
4093,Lwena,5,lunda,shamanism,ivory
4094,Chokwe,4,chokwe,shamanism,ivory
4095,Ishindi,5,chokwe,shamanism,ivory
4096,Kalundwe,6,luba,shamanism,livestock
4097,Luba,9,luba,shamanism,iron
4098,Upemba,5,luba,shamanism,salt
4099,Hemba,7,luba,shamanism,iron
4100,Luapala,8,luba,shamanism,copper
4101,Lualaba,7,luba,shamanism,salt
4102,Bemba,3,bemba,shamanism,unknown
4103,Tabwa,6,luba,shamanism,copper
4104,Lamba,3,bemba,shamanism,unknown
4105,Kusu,6,luba,shamanism,livestock
4106,Lenje,3,bemba,shamanism,unknown
4107,Kanongesha,5,luba,shamanism,copper
4108,Kaonde,3,bemba,shamanism,unknown
4109,Lega,6,luba,shamanism,unknown
4110,Sutherland,6,highland_scottish,catholic,grain
4111,Saintonge,10,cosmopolitan_french,catholic,grain
4112,Cahors,9,gascon,catholic,wine
4113,Rovaniemi,3,finnish,catholic,fur
4114,Northern Lappmarks,3,sapmi,catholic,unknown
4115,Mazyr,6,byelorussian,orthodox,grain
4116,Upper Oka,9,ryazanian,orthodox,grain
4117,Bezhetsk,5,novgorodian,orthodox,naval_supplies
4118,Desmond,6,irish,catholic,copper
4119,Sligo,8,irish,catholic,naval_supplies
4120,Kildare,9,irish,catholic,grain
4121,Ulster,8,irish,catholic,grain
4122,Shenkursk,3,novgorodian,orthodox,fur
4123,Birkaland,3,finnish,catholic,fur
4124,Kovero,3,karelian,orthodox,fur
4125,Szolnok,8,hungarian,catholic,livestock
4126,Bacs,5,hungarian,catholic,livestock
4127,Turda,6,transylvanian,orthodox,salt
4128,Kiralyfold,8,transylvanian,catholic,cloth
4129,UstVym,3,uralic,orthodox,fur
4130,Somerset,5,english,catholic,wool
4131,Mutsu,8,togoku,shinto,livestock
4132,Mweru,0,,,
4133,Kivu,0,,,
4134,Rutanzige,0,,,
4135,Albert,0,,,
4136,Zaysan,0,,,
4137,Alakol,0,,,
4138,Issyk Kul,0,,,
4139,Oulujarvi,0,,,
4140,Saimaa,0,,,
4141,Ditmarschen,8,lower_saxon,catholic,grain
4142,Aarhus,11,danish,catholic,naval_supplies
4143,Smalenene,8,norwegian,catholic,naval_supplies
4144,Bratsberg,5,norwegian,catholic,naval_supplies
4145,Agdesiden,4,norwegian,catholic,iron
4146,Jotenheimen,0,,,
4147,Rostov,8,russian,orthodox,grain
4148,Luki,4,novgorodian,orthodox,naval_supplies
4149,Kolding,8,danish,catholic,livestock
4150,Evora,7,portugese,catholic,wine
4151,Inari,3,sapmi,catholic,fur
4152,Kajaani,3,sapmi,catholic,fur
4153,The Skands,0,,,
4154,The Pyrenees,0,,,
4155,The Carpathians,0,,,
4156,The Caucasus,0,,,
4157,The Alps,0,,,
4158,Janjero,4,sidamo,shamanism,slaves
4159,The Alps2,0,,,
4160,The Alps3,0,,,
4161,The Alps4,0,,,
4162,The Alps5,0,,,
4163,Elfsborg,4,swedish,catholic,grain
4164,Dal,3,swedish,catholic,naval_supplies
4165,Goinge,9,danish,catholic,livestock
4166,Tioharad,3,swedish,catholic,naval_supplies
4167,High Atlas,0,,,
4168,High Atlas2,0,,,
4169,Aures,0,,,
4170,Zagros,0,,,
4171,Abarquh,3,persian,sunni,livestock
4172,Zagros2,0,,,
4173,Syrmia,5,serbian,orthodox,grain
4174,Durres,5,albanian,orthodox,salt
4175,Lezhe,6,albanian,orthodox,wool
4176,Branicevo,7,serbian,orthodox,livestock
4177,Elburz,0,,,
4178,Pontic Mountains,0,,,
4179,Armenian Highlands,0,,,
4180,Hyuga,7,kyushuan,shinto,livestock
4181,Higo,8,kyushuan,shinto,fish
4182,Hizen,9,kyushuan,shinto,naval_supplies
4183,Iwami,8,japanese,shinto,fish
4184,Bizen,7,japanese,shinto,iron
4185,Tango,7,japanese,shinto,fish
4186,Iyo,7,japanese,shinto,copper
4187,Kii,7,japanese,shinto,naval_supplies
4188,Shinano,6,togoku,shinto,livestock
4189,Sagami,8,togoku,shinto,iron
4190,Shimousa,5,togoku,shinto,fish
4191,Shimotsuke,6,togoku,shinto,grain
4192,Ugo,6,togoku,shinto,fish
